symbol,year,revenue,net_profit,debt,cash_flow,roe,computed_time
20MICRONS,2025,9116589000.0,623763000.0,1648262000.0,317862000.0,0.0,2026-02-19 09:28:41.227096
20MICRONS,2024,7759804000.0,560698000.0,1218548000.0,544434000.0,0.0,2026-02-19 09:28:41.227406
20MICRONS,2023,7007562000.0,418191000.0,1078292000.0,631967000.0,0.0,2026-02-19 09:28:41.227583
20MICRONS,2022,6114427000.0,345854000.0,1229595000.0,353205000.0,0.0,2026-02-19 09:28:41.227747
20MICRONS,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:28:41.227908
21STCENMGM,2025,163247000.0,123377000.0,0.0,51478000.0,0.0,2026-02-19 09:28:41.910418
21STCENMGM,2024,349546000.0,321731000.0,0.0,-27376000.0,0.0,2026-02-19 09:28:41.910690
21STCENMGM,2023,-135208000.0,-180636000.0,100000000.0,-45048000.0,0.0,2026-02-19 09:28:41.910871
21STCENMGM,2022,99744000.0,146578000.0,10000000.0,252974000.0,0.0,2026-02-19 09:28:41.911035
21STCENMGM,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:28:41.911196
360ONE,2025,26353100000.0,10153000000.0,110255300000.0,-24108700000.0,0.0,2026-02-19 09:28:42.587555
360ONE,2024,20061200000.0,8042100000.0,93511600000.0,-4701100000.0,0.0,2026-02-19 09:28:42.587826
360ONE,2023,16471500000.0,6579300000.0,67812400000.0,-13225100000.0,0.0,2026-02-19 09:28:42.587994
360ONE,2022,14946400000.0,5777400000.0,55708000000.0,9288000000.0,0.0,2026-02-19 09:28:42.588158
3IINFOLTD,2025,7257600000.0,253500000.0,635100000.0,282500000.0,0.0,2026-02-19 09:28:43.213869
3IINFOLTD,2024,8138800000.0,-3135800000.0,844800000.0,241200000.0,0.0,2026-02-19 09:28:43.214134
3IINFOLTD,2023,7291100000.0,13700000.0,992400000.0,1447400000.0,0.0,2026-02-19 09:28:43.214324
3IINFOLTD,2022,6770100000.0,-574900000.0,1186400000.0,-500400000.0,0.0,2026-02-19 09:28:43.214481
3IINFOLTD,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:28:43.214633
3PLAND,2025,36586000.0,20902000.0,0.0,11711000.0,0.0,2026-02-19 09:28:44.402597
3PLAND,2024,28792000.0,18079000.0,0.0,1174000.0,0.0,2026-02-19 09:28:44.402856
3PLAND,2023,18458000.0,15352000.0,0.0,144000.0,0.0,2026-02-19 09:28:44.403141
3PLAND,2022,17394000.0,11547000.0,0.0,-807000.0,0.0,2026-02-19 09:28:44.403516
3PLAND,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:28:44.403791
5PAISA,2025,2291570000.0,682340000.0,2174160000.0,979350000.0,0.0,2026-02-19 09:28:45.000607
5PAISA,2024,2593660000.0,544410000.0,3363170000.0,-916850000.0,0.0,2026-02-19 09:28:45.000876
5PAISA,2023,2359730000.0,435670000.0,1692830000.0,245940000.0,0.0,2026-02-19 09:28:45.001045
5PAISA,2022,2159730000.0,137360000.0,2789760000.0,-1406260000.0,0.0,2026-02-19 09:28:45.001224
5PAISA,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:28:45.001391
63MOONS,2025,468204000.0,-331704000.0,28480000.0,-1427828000.0,0.0,2026-02-19 09:28:45.566499
63MOONS,2024,3688358000.0,2225058000.0,51711000.0,471573000.0,0.0,2026-02-19 09:28:45.566775
63MOONS,2023,2896778000.0,-163088000.0,42019000.0,707124000.0,0.0,2026-02-19 09:28:45.566945
63MOONS,2022,1597650000.0,-531734000.0,2795000.0,-1017970000.0,0.0,2026-02-19 09:28:45.567108
63MOONS,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:28:45.567293
A2ZINFRA,2025,3362675000.0,89731000.0,916225000.0,542143000.0,0.0,2026-02-19 09:28:46.245007
A2ZINFRA,2024,3884880000.0,-56918000.0,1979510000.0,953277000.0,0.0,2026-02-19 09:28:46.245297
A2ZINFRA,2023,3494416000.0,-1229203000.0,3134352000.0,550923000.0,0.0,2026-02-19 09:28:46.245469
A2ZINFRA,2022,3533250000.0,-1799100000.0,3939917000.0,381362000.0,0.0,2026-02-19 09:28:46.245634
AADHARHFC,2025,28351700000.0,9118300000.0,163218800000.0,-30266500000.0,0.0,2026-02-19 09:28:46.933285
AADHARHFC,2024,23542300000.0,7496400000.0,139584400000.0,-25501000000.0,0.0,2026-02-19 09:28:46.933537
AADHARHFC,2023,18810100000.0,5447600000.0,121503300000.0,-11556900000.0,0.0,2026-02-19 09:28:46.933705
AADHARHFC,2022,16118500000.0,4448500000.0,106666000000.0,-9067500000.0,0.0,2026-02-19 09:28:46.933867
AAKASH,2025,981889390.0,18408290.0,237283160.0,82294550.0,0.0,2026-02-19 09:28:47.450221
AAKASH,2024,922326130.0,62056860.0,259780750.0,102108350.0,0.0,2026-02-19 09:28:47.450491
AAKASH,2023,925769270.0,45359070.0,244425160.0,184980200.0,0.0,2026-02-19 09:28:47.450661
AAKASH,2022,768766480.0,61214600.0,163072580.0,97302480.0,0.0,2026-02-19 09:28:47.450829
AAKASH,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:28:47.450990
AAREYDRUGS,2025,4722350000.0,40239000.0,348560000.0,103004000.0,0.0,2026-02-19 09:28:48.103974
AAREYDRUGS,2024,3951029000.0,46837000.0,313524000.0,-29938000.0,0.0,2026-02-19 09:28:48.104270
AAREYDRUGS,2023,4128498000.0,37711000.0,377181000.0,-12811000.0,0.0,2026-02-19 09:28:48.104436
AAREYDRUGS,2022,4916097000.0,65548000.0,141625000.0,4988000.0,0.0,2026-02-19 09:28:48.104592
AARON,2025,778664000.0,82432000.0,318567000.0,86325000.0,0.0,2026-02-19 09:28:48.765553
AARON,2024,631809000.0,63309000.0,315624000.0,56037000.0,0.0,2026-02-19 09:28:48.765823
AARON,2023,558054000.0,54044000.0,113734000.0,40713000.0,0.0,2026-02-19 09:28:48.765987
AARON,2022,377292000.0,37092000.0,91541000.0,11737000.0,0.0,2026-02-19 09:28:48.766146
AARON,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:28:48.766337
AARTECH,2025,363522000.0,27642000.0,56375000.0,-15216000.0,0.0,2026-02-19 09:28:49.503970
AARTECH,2024,327441000.0,13153000.0,42002000.0,14920000.0,0.0,2026-02-19 09:28:49.504264
AARTECH,2023,216880000.0,14217000.0,27801000.0,-48226000.0,0.0,2026-02-19 09:28:49.504469
AARTECH,2022,163364000.0,27975000.0,7990000.0,16580000.0,0.0,2026-02-19 09:28:49.504632
AARTECH,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:28:49.504791
AARTIDRUGS,2025,23689276000.0,1681585000.0,6150707000.0,2445838000.0,0.0,2026-02-19 09:28:50.099633
AARTIDRUGS,2024,25088708000.0,1714182000.0,5642800000.0,3589232000.0,0.0,2026-02-19 09:28:50.099927
AARTIDRUGS,2023,27055678000.0,1663088000.0,6089145000.0,1333212000.0,0.0,2026-02-19 09:28:50.100096
AARTIDRUGS,2022,24886458000.0,2050386000.0,5428153000.0,704140000.0,0.0,2026-02-19 09:28:50.100294
AARTIDRUGS,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:28:50.100472
AARTIIND,2025,71313200000.0,3308700000.0,38477900000.0,12419300000.0,0.0,2026-02-19 09:28:50.834951
AARTIIND,2024,61916900000.0,4164600000.0,36226700000.0,12095700000.0,0.0,2026-02-19 09:28:50.835231
AARTIIND,2023,64921600000.0,5452300000.0,29073100000.0,13187400000.0,0.0,2026-02-19 09:28:50.835409
AARTIIND,2022,51911900000.0,11856700000.0,25869500000.0,5186500000.0,0.0,2026-02-19 09:28:50.835569
AARTIPHARM,2025,20860021000.0,2724048000.0,4208179000.0,3315615000.0,0.0,2026-02-19 09:28:51.411687
AARTIPHARM,2024,18155052000.0,2169021000.0,2852540000.0,2163546000.0,0.0,2026-02-19 09:28:51.411951
AARTIPHARM,2023,19360045000.0,1934934000.0,2153128000.0,2501154000.0,0.0,2026-02-19 09:28:51.412121
AARTIPHARM,2022,11920336000.0,1222511000.0,3414005000.0,-437038000.0,0.0,2026-02-19 09:28:51.412357
AARTIPHARM,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:28:51.412594
AARTISURF,2025,6485132000.0,145447000.0,880685000.0,111381000.0,0.0,2026-02-19 09:28:51.990456
AARTISURF,2024,5856154000.0,213270000.0,776096000.0,519605000.0,0.0,2026-02-19 09:28:51.990712
AARTISURF,2023,5972476000.0,127045000.0,1282616000.0,245192000.0,0.0,2026-02-19 09:28:51.990881
AARTISURF,2022,5703729000.0,54948000.0,1413728000.0,233176000.0,0.0,2026-02-19 09:28:51.991046
AARVI,2025,5040768000.0,100445000.0,267812000.0,-24026000.0,0.0,2026-02-19 09:28:52.587786
AARVI,2024,3997643000.0,113436000.0,97510000.0,31438000.0,0.0,2026-02-19 09:28:52.588044
AARVI,2023,4299906000.0,145115000.0,34030000.0,67332000.0,0.0,2026-02-19 09:28:52.588236
AARVI,2022,2834715000.0,120674000.0,64303000.0,-104101000.0,0.0,2026-02-19 09:28:52.588409
AARVI,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:28:52.588572
AAVAS,2025,19875221000.0,5741082000.0,139184758000.0,-16601262000.0,0.0,2026-02-19 09:28:53.158675
AAVAS,2024,16799835000.0,4906942000.0,124119192000.0,-20005115000.0,0.0,2026-02-19 09:28:53.158931
AAVAS,2023,13555177000.0,4296438000.0,98872786000.0,-19241174000.0,0.0,2026-02-19 09:28:53.159100
AAVAS,2022,11107567000.0,3551806000.0,80119798000.0,-11351088000.0,0.0,2026-02-19 09:28:53.159306
ABB,2024,120876700000.0,18716400000.0,518800000.0,13318000000.0,0.0,2026-02-19 09:28:53.731290
ABB,2023,103666800000.0,12420500000.0,489800000.0,13514800000.0,0.0,2026-02-19 09:28:53.731552
ABB,2022,84984100000.0,10162300000.0,330900000.0,7419400000.0,0.0,2026-02-19 09:28:53.731713
ABB,2021,68640200000.0,5197100000.0,366600000.0,6501900000.0,0.0,2026-02-19 09:28:53.731866
ABBOTINDIA,2025,64069700000.0,14144400000.0,1966700000.0,10118400000.0,0.0,2026-02-19 09:28:54.276948
ABBOTINDIA,2024,58471900000.0,12012200000.0,832300000.0,12128100000.0,0.0,2026-02-19 09:28:54.277217
ABBOTINDIA,2023,53467300000.0,9494100000.0,1131700000.0,8933900000.0,0.0,2026-02-19 09:28:54.277393
ABBOTINDIA,2022,49103000000.0,7987000000.0,1516900000.0,9476600000.0,0.0,2026-02-19 09:28:54.277554
ABCAPITAL,2025,431489900000.0,33323200000.0,1397980100000.0,-279346300000.0,0.0,2026-02-19 09:28:55.024020
ABCAPITAL,2024,406273700000.0,33349800000.0,1101283400000.0,-241005000000.0,0.0,2026-02-19 09:28:55.024330
ABCAPITAL,2023,285782800000.0,47957700000.0,847263000000.0,-240285900000.0,0.0,2026-02-19 09:28:55.024496
ABCAPITAL,2022,256184300000.0,17059700000.0,584144700000.0,-50695100000.0,0.0,2026-02-19 09:28:55.024653
ABCAPITAL,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:28:55.024810
ABCOTS,2025,2961467000.0,102125000.0,1657855000.0,-164718000.0,0.0,2026-02-19 09:28:55.593835
ABCOTS,2024,2520353000.0,66984000.0,1216675000.0,-321838000.0,0.0,2026-02-19 09:28:55.594084
ABCOTS,2023,1681125000.0,19330000.0,980932000.0,-237025000.0,0.0,2026-02-19 09:28:55.594277
ABCOTS,2022,1398636000.0,68332000.0,310093593.0,135712000.0,0.0,2026-02-19 09:28:55.594438
ABDL,2025,33438748000.0,1948640000.0,9052468000.0,-6784221000.0,0.0,2026-02-19 09:28:56.193909
ABDL,2024,31776414000.0,18289000.0,8347434000.0,1856895000.0,0.0,2026-02-19 09:28:56.194168
ABDL,2023,29957895000.0,16001000.0,7926488000.0,2298623000.0,0.0,2026-02-19 09:28:56.194365
ABDL,2022,25589090000.0,14760000.0,8628060000.0,1787600000.0,0.0,2026-02-19 09:28:56.194531
ABDL,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:28:56.194694
ABFRL,2025,73089100000.0,-3758200000.0,50162400000.0,16438300000.0,0.0,2026-02-19 09:28:56.866168
ABFRL,2024,63853200000.0,-6280200000.0,94502900000.0,13414000000.0,0.0,2026-02-19 09:28:56.866455
ABFRL,2023,123628700000.0,-360000000.0,65723500000.0,6362000000.0,0.0,2026-02-19 09:28:56.866629
ABFRL,2022,80930600000.0,-1087200000.0,40999100000.0,9505100000.0,0.0,2026-02-19 09:28:56.866797
ABINFRA,2025,2081688000.0,161214000.0,858459000.0,-235921000.0,0.0,2026-02-19 09:28:57.521333
ABINFRA,2024,1838101000.0,114175000.0,411022000.0,54039000.0,0.0,2026-02-19 09:28:57.521595
ABINFRA,2023,1230885000.0,75377000.0,323096000.0,153323000.0,0.0,2026-02-19 09:28:57.521759
ABINFRA,2022,643157000.0,8644000.0,301153000.0,8102000.0,0.0,2026-02-19 09:28:57.521918
ABREL,2025,12033700000.0,-1612800000.0,49965400000.0,-12934400000.0,0.0,2026-02-19 09:28:58.845323
ABREL,2024,10903200000.0,505300000.0,25016900000.0,-3153300000.0,0.0,2026-02-19 09:28:58.845616
ABREL,2023,37919500000.0,2718800000.0,10593100000.0,2709600000.0,0.0,2026-02-19 09:28:58.845836
ABREL,2022,40700800000.0,1665300000.0,13363200000.0,-511300000.0,0.0,2026-02-19 09:28:58.846072
ABSLAMC,2025,16847800000.0,9306000000.0,680600000.0,7084800000.0,0.0,2026-02-19 09:28:59.493840
ABSLAMC,2024,13531900000.0,7803600000.0,790900000.0,6848400000.0,0.0,2026-02-19 09:28:59.494099
ABSLAMC,2023,12266100000.0,5963800000.0,480300000.0,4373600000.0,0.0,2026-02-19 09:28:59.494297
ABSLAMC,2022,12929616000.0,6727718000.0,543680000.0,5631802000.0,0.0,2026-02-19 09:28:59.494461
ACC,2025,206721500000.0,24021200000.0,4297700000.0,17114800000.0,0.0,2026-02-19 09:29:00.025147
ACC,2024,195735800000.0,23349200000.0,3548500000.0,29951100000.0,0.0,2026-02-19 09:29:00.025446
ACC,2022,174192700000.0,6494400000.0,1318100000.0,-16721100000.0,0.0,2026-02-19 09:29:00.025625
ACC,2021,158144000000.0,18629900000.0,1255800000.0,28354900000.0,0.0,2026-02-19 09:29:00.025796
ACCELYA,2025,5284914000.0,1290159000.0,620263000.0,1445631000.0,0.0,2026-02-19 09:29:00.626512
ACCELYA,2024,5107945000.0,938480000.0,334510000.0,1561439000.0,0.0,2026-02-19 09:29:00.626776
ACCELYA,2023,4693627000.0,1267236000.0,146353000.0,1334671000.0,0.0,2026-02-19 09:29:00.626944
ACCELYA,2022,3683981000.0,761877000.0,249643000.0,1182450000.0,0.0,2026-02-19 09:29:00.627105
ACCELYA,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:00.627301
ACCURACY,2025,9460630000.0,46520000.0,1355670000.0,5600000.0,0.0,2026-02-19 09:29:01.242526
ACCURACY,2024,7083270000.0,4970000.0,1148820000.0,279200000.0,0.0,2026-02-19 09:29:01.242782
ACCURACY,2023,8773400000.0,82190000.0,1089710000.0,461240000.0,0.0,2026-02-19 09:29:01.242952
ACCURACY,2022,8244510000.0,181000000.0,1231080000.0,-192190000.0,0.0,2026-02-19 09:29:01.243112
ACCURACY,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:01.243301
ACE,2025,33245835000.0,4092186000.0,164367000.0,4119842000.0,0.0,2026-02-19 09:29:01.898642
ACE,2024,29096801000.0,3281611000.0,44625000.0,4334202000.0,0.0,2026-02-19 09:29:01.898901
ACE,2023,21574097000.0,1715994000.0,74482000.0,2742778000.0,0.0,2026-02-19 09:29:01.899071
ACE,2022,16295800000.0,1050200000.0,93823000.0,1035200000.0,0.0,2026-02-19 09:29:01.899263
ACEINTEG,2025,85500000.0,-15600000.0,1400000.0,-1500000.0,0.0,2026-02-19 09:29:02.509233
ACEINTEG,2024,91400000.0,4100000.0,2000000.0,3700000.0,0.0,2026-02-19 09:29:02.509496
ACEINTEG,2023,69100000.0,4700000.0,2500000.0,7700000.0,0.0,2026-02-19 09:29:02.509664
ACEINTEG,2022,87400000.0,9900000.0,20300000.0,3800000.0,0.0,2026-02-19 09:29:02.509839
ACEINTEG,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:02.510010
ACI,2025,10394407000.0,1621487000.0,2345752000.0,1762337000.0,0.0,2026-02-19 09:29:03.058750
ACI,2024,13039527000.0,3189775000.0,978225000.0,3793519000.0,0.0,2026-02-19 09:29:03.059004
ACI,2023,14395738000.0,3825592000.0,693853000.0,4960888000.0,0.0,2026-02-19 09:29:03.059170
ACI,2022,11295843000.0,1882092000.0,9004733000.0,3145192000.0,0.0,2026-02-19 09:29:03.059357
ACI,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:03.059514
ACL,2025,2728700000.0,-1521100000.0,7571700000.0,595500000.0,0.0,2026-02-19 09:29:03.763445
ACL,2024,2655800000.0,-656100000.0,6753600000.0,-267200000.0,0.0,2026-02-19 09:29:03.763747
ACL,2023,0.0,9496200000.0,5249100000.0,-10100000.0,0.0,2026-02-19 09:29:03.764018
ACL,2022,0.0,-2362998000.0,9703151000.0,1509119000.0,0.0,2026-02-19 09:29:03.764348
ACMESOLAR,2025,14051310000.0,2521080000.0,109757290000.0,15430190000.0,0.0,2026-02-19 09:29:04.389037
ACMESOLAR,2024,13188540000.0,6977980000.0,85363480000.0,14341670000.0,0.0,2026-02-19 09:29:04.389326
ACMESOLAR,2023,12943970000.0,-31410000.0,90135510000.0,12634830000.0,0.0,2026-02-19 09:29:04.389498
ACMESOLAR,2022,14874070000.0,620340000.0,79145360000.0,9549620000.0,0.0,2026-02-19 09:29:04.389662
ACUTAAS,2025,9999668000.0,1587136000.0,129387000.0,1183427000.0,0.0,2026-02-19 09:29:05.023079
ACUTAAS,2024,7130117000.0,427730000.0,2166466000.0,1251697000.0,0.0,2026-02-19 09:29:05.023370
ACUTAAS,2023,6130573000.0,832897000.0,36003000.0,655300000.0,0.0,2026-02-19 09:29:05.023539
ACUTAAS,2022,5201350000.0,719461000.0,8441000.0,-119347000.0,0.0,2026-02-19 09:29:05.023706
ACUTAAS,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:05.023869
ADANIENSOL,2025,235461500000.0,10599700000.0,402752800000.0,86952200000.0,0.0,2026-02-19 09:29:05.646021
ADANIENSOL,2024,163550100000.0,11372800000.0,370696500000.0,60376200000.0,0.0,2026-02-19 09:29:05.646307
ADANIENSOL,2023,130650700000.0,12563300000.0,342700300000.0,37769900000.0,0.0,2026-02-19 09:29:05.646476
ADANIENSOL,2022,109602100000.0,12046100000.0,299452700000.0,40966100000.0,0.0,2026-02-19 09:29:05.646656
ADANIENSOL,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:05.646819
ADANIENT,2025,977110800000.0,70990000000.0,918191700000.0,45131000000.0,0.0,2026-02-19 09:29:06.310730
ADANIENT,2024,963161500000.0,32407800000.0,653101500000.0,103121900000.0,0.0,2026-02-19 09:29:06.310983
ADANIENT,2023,1273896500000.0,24639800000.0,530126000000.0,176264600000.0,0.0,2026-02-19 09:29:06.311153
ADANIENT,2022,693043600000.0,7765600000.0,416040300000.0,13852800000.0,0.0,2026-02-19 09:29:06.311345
ADANIGREEN,2025,112120000000.0,14440000000.0,800400000000.0,83640000000.0,0.0,2026-02-19 09:29:07.033072
ADANIGREEN,2024,92200000000.0,11000000000.0,648580000000.0,77130000000.0,0.0,2026-02-19 09:29:07.033385
ADANIGREEN,2023,77750000000.0,9740000000.0,542240000000.0,72650000000.0,0.0,2026-02-19 09:29:07.033555
ADANIGREEN,2022,51330000000.0,4890000000.0,528320000000.0,31270000000.0,0.0,2026-02-19 09:29:07.033721
ADANIGREEN,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:07.033881
ADANIPORTS,2025,304753300000.0,110923100000.0,513048200000.0,172262800000.0,0.0,2026-02-19 09:29:07.781028
ADANIPORTS,2024,267105600000.0,81106400000.0,491666600000.0,150175800000.0,0.0,2026-02-19 09:29:07.781304
ADANIPORTS,2023,208519100000.0,53088500000.0,524428400000.0,118995000000.0,0.0,2026-02-19 09:29:07.781469
ADANIPORTS,2022,169790800000.0,48860300000.0,473536300000.0,104201400000.0,0.0,2026-02-19 09:29:07.781635
ADANIPORTS,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:07.781809
ADANIPOWER,2025,561318200000.0,129387700000.0,393562900000.0,215011100000.0,0.0,2026-02-19 09:29:08.592662
ADANIPOWER,2024,500510700000.0,208287900000.0,344310700000.0,141701500000.0,0.0,2026-02-19 09:29:08.592913
ADANIPOWER,2023,380230300000.0,107266400000.0,421805800000.0,84305300000.0,0.0,2026-02-19 09:29:08.593077
ADANIPOWER,2022,276549000000.0,49115800000.0,487440000000.0,102327300000.0,0.0,2026-02-19 09:29:08.593258
ADANIPOWER,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:08.593415
ADFFOODS,2025,5580117000.0,692557000.0,592336000.0,374157000.0,0.0,2026-02-19 09:29:09.153245
ADFFOODS,2024,5005802000.0,752860000.0,558602000.0,698408000.0,0.0,2026-02-19 09:29:09.153508
ADFFOODS,2023,4443016000.0,560989000.0,552461000.0,505225000.0,0.0,2026-02-19 09:29:09.153675
ADFFOODS,2022,4057961000.0,480981000.0,699203000.0,340851000.0,0.0,2026-02-19 09:29:09.153847
ADFFOODS,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:09.154007
ADL,2025,524045000.0,565000.0,224223000.0,21066000.0,0.0,2026-02-19 09:29:09.792786
ADL,2024,471066000.0,286000.0,220034000.0,-6156000.0,0.0,2026-02-19 09:29:09.793046
ADL,2023,504415000.0,7301000.0,154845000.0,49164000.0,0.0,2026-02-19 09:29:09.793239
ADL,2022,419570000.0,2458000.0,167559000.0,16158000.0,0.0,2026-02-19 09:29:09.793412
ADOR,2025,11178700000.0,600500000.0,24100000.0,1371100000.0,0.0,2026-02-19 09:29:10.496678
ADOR,2024,10678500000.0,864600000.0,446900000.0,582900000.0,0.0,2026-02-19 09:29:10.496931
ADOR,2023,7711500000.0,592900000.0,172800000.0,136700000.0,0.0,2026-02-19 09:29:10.497094
ADOR,2022,6570000000.0,450200000.0,22100000.0,263900000.0,0.0,2026-02-19 09:29:10.497277
ADROITINFO,2025,317122000.0,6883000.0,162217000.0,-134150000.0,0.0,2026-02-19 09:29:11.181666
ADROITINFO,2024,248560000.0,29956000.0,34500000.0,5515000.0,0.0,2026-02-19 09:29:11.181926
ADROITINFO,2023,224473000.0,37833000.0,34563000.0,59266000.0,0.0,2026-02-19 09:29:11.182088
ADROITINFO,2022,63710000.0,6187000.0,65948000.0,6581000.0,0.0,2026-02-19 09:29:11.182271
ADROITINFO,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:11.182429
ADSL,2025,8070700000.0,278100000.0,949000000.0,922700000.0,0.0,2026-02-19 09:29:11.787478
ADSL,2024,6867400000.0,414300000.0,748000000.0,676000000.0,0.0,2026-02-19 09:29:11.787770
ADSL,2023,6600700000.0,69200000.0,549700000.0,486200000.0,0.0,2026-02-19 09:29:11.788015
ADSL,2022,4846700000.0,610300000.0,461900000.0,146300000.0,0.0,2026-02-19 09:29:11.788334
ADSL,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:11.788654
