Price,Close,High,Low,Open,Volume,pct_change,volatility
Ticker,,^NSEI,^NSEI,^NSEI,^NSEI,,
Date,,,,,,,
2025-07-28,24680.900390625,24889.19921875,24646.599609375,24782.44921875,262100,,
2025-07-29,24821.099609375,24847.150390625,24598.599609375,24609.650390625,284700,0.005680474234370125,
2025-07-30,24855.05078125,24902.30078125,24771.94921875,24890.400390625,243900,0.001367835124523431,
2025-07-31,24768.349609375,24956.5,24635.0,24642.25,346300,-0.0034882717656889994,
2025-08-01,24565.349609375,24784.150390625,24535.05078125,24734.900390625,263400,-0.008195943742782208,
2025-08-04,24722.75,24736.25,24554.0,24596.05078125,259300,0.006407415043054421,0.006202975354283689
2025-08-05,24649.55078125,24733.099609375,24590.30078125,24720.25,251800,-0.0029608040671041946,0.0055135081524371335
2025-08-06,24574.19921875,24671.400390625,24539.19921875,24641.349609375,225100,-0.003056914228121266,0.005314940164176004
2025-08-07,24596.150390625,24634.19921875,24344.150390625,24464.19921875,616700,0.0008932609229541644,0.005421706061767554
2025-08-08,24363.30078125,24585.5,24337.5,24544.25,312600,-0.009466912735407229,0.005835044570784491
2025-08-11,24585.05078125,24600.849609375,24347.44921875,24371.5,241100,0.009101804471857822,0.006807114212500364
2025-08-12,24487.400390625,24702.599609375,24465.650390625,24563.349609375,237000,-0.003971941790719136,0.006890798462691014
2025-08-13,24619.349609375,24664.55078125,24535.25,24586.19921875,236000,0.005388453516712133,0.007370865034656468
2025-08-14,24631.30078125,24673.650390625,24596.900390625,24607.25,270200,0.00048543816407109475,0.007366143971721469
2025-08-18,24876.94921875,25022.0,24852.849609375,24938.19921875,363100,0.009973019276634965,0.005902252849149592
2025-08-19,24980.650390625,25012.650390625,24873.94921875,24891.349609375,252300,0.004168564680625764,0.005253723737226934
2025-08-20,25050.55078125,25088.69921875,24929.69921875,24965.80078125,287100,0.0027981813736617234,0.0035300975996406646
2025-08-21,25083.75,25153.650390625,25054.900390625,25142.0,226500,0.0013252889742787488,0.003753122416636404
2025-08-22,24870.099609375,25084.849609375,24859.150390625,25064.150390625,210200,-0.008517482060098724,0.0067076210865580094
2025-08-25,24967.75,25021.55078125,24894.349609375,24949.150390625,213000,0.003926417350905487,0.005295940873877656
2025-08-26,24712.05078125,24919.650390625,24689.599609375,24899.5,750500,-0.010241179872034878,0.006698818175214095
2025-08-28,24500.900390625,24702.650390625,24481.599609375,24695.80078125,326600,-0.008544430103923584,0.006526043467163119
2025-08-29,24426.849609375,24572.44921875,24404.69921875,24466.69921875,325500,-0.0030223697933294824,0.0058225019133115825
2025-09-01,24625.05078125,24635.599609375,24432.69921875,24432.69921875,229300,0.008114070174605414,0.007893001286033442
2025-09-02,24579.599609375,24756.099609375,24522.349609375,24653.0,271600,-0.0018457290617897026,0.007210626650871779
2025-09-03,24715.05078125,24737.05078125,24533.19921875,24616.5,340300,0.0055107151470170646,0.006740656986067726
2025-09-04,24734.30078125,24980.75,24708.19921875,24980.75,314100,0.0007788776228048189,0.004774117850927952
2025-09-05,24741.0,24832.349609375,24621.599609375,24818.849609375,210100,0.00027084730671167456,0.004104184305484414
2025-09-08,24773.150390625,24885.5,24751.55078125,24802.599609375,213200,0.0012994782193525012,0.0026883663733680797
2025-09-09,24868.599609375,24891.80078125,24814.0,24864.099609375,226900,0.003852930178235292,0.0022440778045672146
2025-09-10,24973.099609375,25035.69921875,24915.05078125,24991.0,244100,0.0042020862308871365,0.0018180824366224374
2025-09-11,25005.5,25037.30078125,24940.150390625,24945.5,224600,0.0012974116602184615,0.0017382871850744376
2025-09-12,25114.0,25139.44921875,25038.05078125,25074.44921875,225700,0.004339045410009845,0.0015617385194364927
2025-09-15,25069.19921875,25138.44921875,25048.75,25118.900390625,185400,-0.0017838966811339896,0.002638058095656766
2025-09-16,25239.099609375,25261.400390625,25070.44921875,25073.599609375,240100,0.006777256391098607,0.003289549473394506
2025-09-17,25330.25,25346.5,25275.349609375,25276.599609375,268900,0.003611475529465391,0.0032443781305493235
2025-09-18,25423.599609375,25448.94921875,25329.75,25441.05078125,272200,0.0036853015416349333,0.0031328529136271195
2025-09-19,25327.05078125,25428.75,25286.30078125,25410.19921875,380400,-0.0037976065391384095,0.004351289922438272
2025-09-22,25202.349609375,25331.69921875,25151.05078125,25238.099609375,254500,-0.004923635718664832,0.005135390358191842
2025-09-23,25169.5,25261.900390625,25084.650390625,25209.0,299200,-0.0013034343973540308,0.004046568332210307
2025-09-24,25056.900390625,25149.849609375,25027.44921875,25108.75,244400,-0.00447365300760838,0.0035557576056310515
2025-09-25,24890.849609375,25092.69921875,24878.30078125,25034.5,342500,-0.006626948212322681,0.0019389098822389637
2025-09-26,24654.69921875,24868.599609375,24629.44921875,24818.55078125,291500,-0.009487437927231501,0.003003023693854549
2025-09-29,24634.900390625,24791.30078125,24606.19921875,24728.55078125,394400,-0.0008030448049409777,0.003649557570053396
2025-09-30,24611.099609375,24731.80078125,24587.69921875,24691.94921875,303000,-0.0009661407544825362,0.0037266171611938926
2025-10-01,24836.30078125,24867.94921875,24605.94921875,24620.55078125,308900,0.009150390492475902,0.007141116602390808
2025-10-03,24894.25,24904.80078125,24747.55078125,24759.55078125,365900,0.0023332467769816567,0.006722223720147556
2025-10-06,25077.650390625,25095.94921875,24881.650390625,24916.55078125,268800,0.007367178791287232,0.00465486033166845
2025-10-07,25108.30078125,25220.900390625,25076.30078125,25085.30078125,288000,0.0012222193924698033,0.004267949543545339
2025-10-08,25046.150390625,25192.5,25008.5,25079.75,227400,-0.0024752925801897474,0.004720534736280771
2025-10-09,25181.80078125,25199.25,25024.30078125,25074.30078125,286300,0.005416017571936882,0.003815589683050025
2025-10-10,25285.349609375,25330.75,25156.849609375,25167.650390625,232900,0.0041120501676790155,0.0038471711193116993
2025-10-13,25227.349609375,25267.30078125,25152.30078125,25177.30078125,234300,-0.0022938183927065925,0.0036045043241470062
2025-10-14,25145.5,25310.349609375,25060.55078125,25277.55078125,292100,-0.003244479132464395,0.004113963886489669
2025-10-15,25323.55078125,25365.150390625,25159.349609375,25181.94921875,289900,0.007080820872521931,0.0046812625809318385
2025-10-16,25585.30078125,25625.400390625,25376.849609375,25394.900390625,372800,0.010336228211479837,0.005884974386912174
2025-10-17,25709.849609375,25781.5,25508.599609375,25546.849609375,422100,0.004867983737610659,0.005923903328466719
2025-10-20,25843.150390625,25926.19921875,25788.5,25824.599609375,301100,0.005184813729964155,0.0050176726795248695
2025-10-21,25868.599609375,25934.349609375,25825.80078125,25901.19921875,42500,0.0009847568259027106,0.0034129185561931983
2025-10-23,25891.400390625,26104.19921875,25862.44921875,26057.19921875,448400,0.0008814076368377499,0.0038763739661830054
2025-10-24,25795.150390625,25944.150390625,25718.19921875,25935.099609375,284900,-0.0037174505259611745,0.003629485675075864
2025-10-27,25966.05078125,26005.94921875,25827.0,25843.19921875,266300,0.006625291500029773,0.004077598216993083
2025-10-28,25936.19921875,26041.69921875,25810.05078125,25939.94921875,395200,-0.001149638146805021,0.0038129716599980394
2025-10-29,26053.900390625,26097.849609375,25960.30078125,25982.0,321900,0.0045381040946781415,0.0041863750632519965
2025-10-30,25877.849609375,26032.05078125,25845.25,25984.400390625,257400,-0.0067571756478100875,0.005595688636238633
2025-10-31,25722.099609375,25953.75,25711.19921875,25863.80078125,334400,-0.006018660837397216,0.006045006802982194
2025-11-03,25763.349609375,25803.099609375,25645.5,25696.849609375,23300,0.0016036793506921665,0.0048542346311168175
2025-11-04,25597.650390625,25787.400390625,25578.400390625,25744.75,305100,-0.006431586779760301,0.005297947644405471
2025-11-06,25509.69921875,25679.150390625,25491.55078125,25593.349609375,371900,-0.0034359080045569534,0.0035033152234367143
2025-11-07,25492.30078125,25551.25,25318.44921875,25433.80078125,305600,-0.0006820322478444663,0.0034512571260945663
2025-11-10,25574.349609375,25653.44921875,25503.5,25503.5,243600,0.0032185728871263475,0.0038731964797846037
2025-11-11,25694.94921875,25715.80078125,25449.25,25617.0,297700,0.0047156471705849246,0.004606096879721878
2025-11-12,25875.80078125,25934.55078125,25781.150390625,25834.30078125,312600,0.0070384090258497345,0.004208370205939934
2025-11-13,25879.150390625,26010.69921875,25808.400390625,25906.099609375,385200,0.00012944949620363744,0.003202737859963555
2025-11-14,25910.05078125,25940.19921875,25740.80078125,25767.900390625,518900,0.001194026471448284,0.0027597821336523376
2025-11-17,26013.44921875,26024.19921875,25906.349609375,25948.19921875,281800,0.0039906690408659795,0.002778476523131546
2025-11-18,25910.05078125,26029.849609375,25876.5,26021.80078125,280000,-0.003974806902018679,0.0041433337393062784
2025-11-19,26052.650390625,26074.650390625,25856.19921875,25918.099609375,250100,0.005503640675154298,0.003677355525667494
2025-11-20,26192.150390625,26246.650390625,26063.19921875,26132.099609375,240400,0.005354541588221684,0.003968114725389038
2025-11-21,26068.150390625,26179.19921875,26052.19921875,26109.55078125,235600,-0.0047342428227803435,0.005137103464534543
2025-11-24,25959.5,26142.80078125,25912.150390625,26122.80078125,464700,-0.004167936312968079,0.005332211095963143
2025-11-25,25884.80078125,26032.599609375,25857.5,25998.5,260500,-0.002877529180069005,0.005168565000178885
2025-11-26,26205.30078125,26215.150390625,25842.94921875,25842.94921875,275300,0.012381783530362567,0.00746572743712738
2025-11-27,26215.55078125,26310.44921875,26141.900390625,26261.25,240300,0.0003911422381892571,0.007094525739218302
2025-11-28,26202.94921875,26280.75,26172.400390625,26237.44921875,202500,-0.0004806903583736144,0.006592396514969156
2025-12-01,26175.75,26325.80078125,26124.19921875,26325.80078125,213800,-0.0010380212747401751,0.006103615957867669
2025-12-02,26032.19921875,26154.599609375,25997.849609375,26087.94921875,254800,-0.005484113396941881,0.0066743313199664174
2025-12-03,25986.0,26066.44921875,25891.0,26004.900390625,265700,-0.0017746951904364927,0.002270480085521957
2025-12-04,26033.75,26098.25,25938.94921875,25981.849609375,248100,0.0018375278996383138,0.002658825128518683
2025-12-05,26186.44921875,26202.599609375,25985.349609375,25999.80078125,249300,0.005865433091659877,0.004242988599555481
2025-12-08,25960.55078125,26178.69921875,25892.25,26159.80078125,320700,-0.00862653945989178,0.005745253440242786
2025-12-09,25839.650390625,25923.650390625,25728.0,25867.099609375,276000,-0.004657081109092687,0.005617265702955377
2025-12-10,25758.0,25947.650390625,25734.55078125,25864.05078125,207900,-0.0031598875909956137,0.005669895463554936
2025-12-11,25898.55078125,25922.80078125,25693.25,25771.400390625,206100,0.0054565875164998,0.006423048396725965
2025-12-12,26046.94921875,26057.599609375,25938.44921875,25971.19921875,216300,0.005729990019651465,0.00638691134530696
2025-12-15,26027.30078125,26047.150390625,25904.75,25930.05078125,181600,-0.0007543469807149705,0.0048342927985339556
2025-12-16,25860.099609375,25980.75,25834.349609375,25951.5,264400,-0.006424068837574293,0.005345227042338793
2025-12-17,25818.55078125,25929.150390625,25770.349609375,25902.400390625,206500,-0.001606677033445636,0.005144725894050095
2025-12-18,25815.55078125,25902.349609375,25726.30078125,25764.69921875,197600,-0.00011619552256891819,0.004337452341551863
2025-12-19,25966.400390625,25993.349609375,25880.44921875,25911.5,382900,0.005843362036054733,0.0043791354589932455
2025-12-22,26172.400390625,26180.69921875,26047.80078125,26055.849609375,253000,0.00793332910611566,0.005801020321098193
2025-12-23,26177.150390625,26233.55078125,26119.05078125,26205.19921875,216600,0.00018148889399149937,0.004176418665301252
2025-12-24,26142.099609375,26236.400390625,26123.0,26170.650390625,188800,-0.0013389838361685946,0.004112690808158353
2025-12-26,26042.30078125,26144.19921875,26008.599609375,26121.25,142200,-0.0038175521330050532,0.004949452574637225
2025-12-29,25942.099609375,26106.80078125,25920.30078125,26063.349609375,234300,-0.003847631310177624,0.004847249457096189
2025-12-30,25938.849609375,25976.75,25878.0,25940.900390625,396900,-0.00012527898855285713,0.0019497623900962277
2025-12-31,26129.599609375,26187.94921875,25969.0,25971.05078125,246300,0.0073538342244390265,0.0045998603701774285
2026-01-01,26146.55078125,26197.55078125,26113.400390625,26173.30078125,425600,0.0006487344669803274,0.004579421421106138
2026-01-02,26328.55078125,26340.0,26118.400390625,26155.099609375,357500,0.006960765170238581,0.004837718095081279
2026-01-05,26250.30078125,26373.19921875,26210.05078125,26333.69921875,338800,-0.0029720587604740167,0.004572757409815046
2026-01-06,26178.69921875,26273.94921875,26124.75,26189.69921875,383000,-0.0027276473171363724,0.005051292388649206
2026-01-07,26140.75,26187.150390625,26067.900390625,26143.099609375,338200,-0.001449622016468255,0.004098943575698886
2026-01-08,25876.849609375,26133.19921875,25858.44921875,26106.5,328500,-0.010095364158449915,0.006074359948858221
2026-01-09,25683.30078125,25940.599609375,25623.0,25840.400390625,348800,-0.007479613285493514,0.0036734633752690937
2026-01-12,25790.25,25813.150390625,25473.400390625,25669.05078125,275800,0.004164153963733375,0.005542437025753235
2026-01-13,25732.30078125,25899.80078125,25603.30078125,25897.349609375,339500,-0.002246942885392733,0.005563694354827674
2026-01-14,25665.599609375,25791.75,25603.94921875,25648.55078125,393100,-0.00259211846006413,0.005485374687227924
2026-01-16,25694.349609375,25873.5,25662.400390625,25696.05078125,434000,0.0011201764399650926,0.004370669831118229
2026-01-19,25585.5,25653.30078125,25494.349609375,25653.099609375,443100,-0.004236324757381116,0.0033702681910626965
2026-01-20,25232.5,25585.0,25171.349609375,25580.30078125,409800,-0.013796877137441155,0.005627882280659451
2026-01-21,25157.5,25300.94921875,24919.80078125,25141.0,395600,-0.0029723570791637677,0.005569143470533431
2026-01-22,25289.900390625,25435.75,25168.5,25344.150390625,486400,0.00526285960946038,0.007129586663884942
2026-01-23,25048.650390625,25347.94921875,25025.30078125,25344.599609375,393900,-0.009539381186706164,0.007211032139993548
2026-01-27,25175.400390625,25246.650390625,24932.55078125,25063.349609375,618700,0.005060152863462841,0.008549611933267505
2026-01-28,25311.099609375,25372.099609375,25225.69921875,25258.849609375,0,0.00539015136381038,0.006710839084821473
